epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,6.608206130478354,5.934703515625,2.77,14.64,1e-05
1,4.954586259534203,4.40710185546875,4.76,17.4,0.0025080000000000002
2,4.945320230745323,4.363418359375,5.04,18.7,0.005006
3,4.839351846985567,4.307729638671875,5.44,19.68,0.007504
4,4.809167635120289,4.257430908203125,5.81,22.29,0.010002
5,4.7940373613037615,4.26016455078125,6.33,21.96,0.012491434592216086
6,4.767881797919963,4.225239794921875,6.61,22.6,0.012487667052676697
7,4.732996127669546,4.166755615234375,7.09,24.36,0.012483215482652863
8,4.713991119980659,4.133552734375,7.25,25.06,0.012478080370309404
9,4.701492819377005,4.141115283203125,7.63,25.37,0.01247226227876925
10,4.692610370670177,4.131585595703125,7.51,26.72,0.012465761846051708
11,4.684914506809659,4.1145955078125,8.17,27.05,0.012458579785002477
12,4.6859042497969465,4.10443037109375,7.89,27.39,0.012450716883215487
13,4.675013686569644,4.099357763671875,8.01,27.04,0.012442174002946524
14,4.673356244261836,4.102406787109375,8.62,27.28,0.012432952081018678
15,4.666232395416338,4.074531005859375,8.65,27.74,0.012423052128719612
16,4.663137065005821,4.069401513671875,9.13,28.8,0.012412475231690657
17,4.641542790641247,4.030590869140625,8.86,29.19,0.012401222549807762
18,4.6179841095903615,4.00731357421875,10.76,30.05,0.012389295317054306
19,4.606145765045693,3.97627177734375,10.98,31.35,0.012376694841385762
20,4.598288444489737,3.972323388671875,10.73,30.9,0.012363422504586287
21,4.58046871110816,3.9045461181640624,12.02,33.29,0.012349479762117171
22,4.562857805995721,3.891992724609375,11.89,34.48,0.012334868142957253
23,4.547942137901365,3.865735888671875,12.64,34.96,0.012319589249435227
24,4.529378240606086,3.80134375,13.3,36.64,0.012303644757053945
25,4.503316984897081,3.82691787109375,13.6,36.42,0.012287036414306677
26,4.485006848614897,3.772489208984375,13.96,37.84,0.012269766042485364
27,4.46303966317073,3.71856416015625,14.6,39.41,0.012251835535480895
28,4.436946602240109,3.725605029296875,14.8,38.64,0.012233246859575421
29,4.407753647671161,3.668980224609375,15.3,39.71,0.01221400205322673
30,4.367758363981405,3.5693222900390627,17.81,42.17,0.012194103226844711
31,4.327488330506485,3.496635656738281,19.1,45.52,0.012173552562559913
32,4.280695703820291,3.4904378784179686,18.36,45.39,0.012152352313984259
33,4.246636483641806,3.426691442871094,20.49,47.66,0.01213050480596391
34,4.20916730005213,3.3975760314941406,20.79,47.51,0.012108012434324323
35,4.188700602698723,3.3966145141601563,20.7,48.64,0.012084877665607511
36,4.155576981747196,3.366434649658203,21.32,49.52,0.012061103036801572
37,4.13605119598965,3.3448921234130857,21.68,49.67,0.012036691155062468
38,4.11102723953208,3.2585092895507812,23.52,51.73,0.01201164469742813
39,4.086249141168045,3.227987240600586,24.33,53.42,0.011985966410524882
40,4.055620108920694,3.266619937133789,23.97,51.88,0.011959659110266255
41,4.036440808702828,3.142332359313965,25.55,54.44,0.01193272568154418
42,4.010596172452431,3.1741638580322267,25.28,54.03,0.011905169077912623
43,3.9939294696312095,3.0548807647705076,27.58,57.0,0.011876992321263711
44,3.965986419884099,3.0695706939697267,26.94,56.34,0.011848198501496331
45,3.945147520448731,3.018164700317383,28.32,57.83,0.011818790776177299
46,3.917225888688189,3.0153898315429686,28.51,58.25,0.011788772370195093
47,3.8959979754556615,2.9698910430908203,27.99,58.71,0.0117581465754062
48,3.878991325899825,2.915486932373047,30.2,59.61,0.011726916750274147
49,3.8536085009422254,2.9903591651916503,28.9,58.29,0.011695086319501185
50,3.834602566900998,2.897491259765625,31.02,60.65,0.011662658773652742
51,3.8143524201670314,2.860902947998047,31.28,61.49,0.011629637668774648
52,3.7924974878985203,2.8907212394714357,30.73,60.29,0.011596026626003168
53,3.770844198219602,2.8513886573791503,31.66,61.45,0.011561829331167901
54,3.74886832163978,2.8169636810302734,31.66,62.0,0.011527049534387594
55,3.727283752529325,2.762183042907715,33.46,64.06,0.0114916910496589
56,3.712363346132823,2.7773109062194825,33.03,63.68,0.011455757754438122
57,3.686911472132508,2.744351091003418,33.78,64.24,0.011419253589216012
58,3.6691090550831733,2.738485777282715,33.53,63.46,0.011382182557085651
59,3.6577377815405323,2.687306411743164,34.76,64.97,0.011344548723303463
60,3.632975544575387,2.7127963943481443,34.64,64.21,0.011306356214843423
61,3.61397477301379,2.659966798400879,36.43,66.14,0.011267609219944467
62,3.5931882601846654,2.6139838973999026,36.54,66.38,0.011228311987651228
63,3.573857028872042,2.59711508102417,36.84,67.03,0.011188468827348065
64,3.557079091572731,2.6242740905761717,36.21,66.01,0.0111480841082865
65,3.5446738627442325,2.554168985748291,37.81,67.58,0.011107162259106068
66,3.5229810387773797,2.5352197128295897,38.1,67.88,0.011065707767348684
67,3.50205777045554,2.5517987564086915,37.63,68.09,0.011023725178966515
68,3.478583746164007,2.5009231658935547,39.0,68.98,0.010981219097823479
69,3.4663614806994585,2.5013414085388184,38.52,69.31,0.010938194185190373
70,3.448551989548032,2.466642670440674,39.51,69.94,0.010894655159233716
71,3.4273604737659116,2.466586568069458,40.03,69.71,0.010850606794498341
72,3.4152035131649843,2.455142025756836,39.92,69.87,0.010806053921383823
73,3.3999287605896193,2.455695517730713,39.94,70.02,0.010761001425614765
74,3.381925208773106,2.4276622413635254,40.88,70.38,0.010715454247705022
75,3.3596611612127014,2.4080182987213137,41.19,71.26,0.010669417382415922
76,3.351607842268315,2.420700456237793,41.23,70.69,0.010622895878208536
