epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,6.528251470304003,5.8565432051866155,2.2004889975550124,12.102689486552567,1e-05
1,5.216961652624841,4.696406055487747,2.567237163814181,12.71393643031785,0.0025080000000000002
2,5.16235111507715,4.690446405947062,2.2004889975550124,10.268948655256724,0.005006
3,5.113061930619034,4.699954151815773,3.4229828850855744,11.858190709046454,0.007504
4,5.095626316818536,4.684407946532979,1.7114914425427872,9.168704156479217,0.010002
5,5.090745049364426,4.660261306902599,1.9559902200488997,11.613691931540343,0.012491434592216086
6,5.070443363750682,4.6568708023407055,2.2004889975550124,11.36919315403423,0.012487667052676697
7,5.060202984248891,4.675509054095355,2.567237163814181,10.75794621026895,0.012483215482652863
8,5.059177515553493,4.630386613691932,2.567237163814181,11.98044009779951,0.012478080370309404
9,5.055167946161008,4.6441348980574855,1.8337408312958434,11.124694376528117,0.01247226227876925
10,5.051034071866204,4.651040071380168,2.567237163814181,11.858190709046454,0.012465761846051708
11,5.052336568925895,4.645510203680957,2.567237163814181,11.98044009779951,0.012458579785002477
12,5.048788556865618,4.629149794870018,2.567237163814181,12.469437652811736,0.012450716883215487
13,5.047108818502987,4.635902158788481,2.567237163814181,12.224938875305623,0.012442174002946524
14,5.045202465618358,4.623758406977199,2.2004889975550124,12.224938875305623,0.012432952081018678
15,5.044429900599461,4.624140438648774,2.567237163814181,11.98044009779951,0.012423052128719612
16,5.04232644333559,4.609203086797066,3.4229828850855744,12.34718826405868,0.012412475231690657
17,5.041219313939412,4.644335457631603,2.567237163814181,10.268948655256724,0.012401222549807762
18,5.042441816890941,4.638251638062718,3.4229828850855744,11.613691931540343,0.012389295317054306
19,5.040858691813899,4.604943457325979,3.4229828850855744,13.569682151589243,0.012376694841385762
20,5.039951382898817,4.619336415036675,3.4229828850855744,11.98044009779951,0.012363422504586287
21,5.038909624604618,4.635052145839029,2.2004889975550124,12.224938875305623,0.012349479762117171
22,5.0393189682680015,4.598086031841474,3.4229828850855744,12.34718826405868,0.012334868142957253
23,5.03852657477061,4.639096880308864,2.2004889975550124,11.98044009779951,0.012319589249435227
24,5.034144291690752,4.617629219092484,2.567237163814181,11.98044009779951,0.012303644757053945
25,5.036634022114324,4.6312413996764095,1.8337408312958434,11.7359413202934,0.012287036414306677
26,5.036388717445672,4.635897385753454,2.2004889975550124,12.102689486552567,0.012269766042485364
27,5.0340686311908796,4.647566000231904,2.567237163814181,11.98044009779951,0.012251835535480895
28,5.034584933636236,4.599210635374111,2.567237163814181,11.98044009779951,0.012233246859575421
29,5.035252372423808,4.639517116080286,2.2004889975550124,12.469437652811736,0.01221400205322673
30,5.032471219698588,4.610618981872037,2.2004889975550124,12.71393643031785,0.012194103226844711
31,5.033955669870563,4.627402004810883,2.567237163814181,12.469437652811736,0.012173552562559913
32,5.032274601506252,4.616055736914824,2.2004889975550124,11.00244498777506,0.012152352313984259
33,5.0329163354985855,4.61785366482723,3.4229828850855744,11.98044009779951,0.01213050480596391
34,5.033681546940523,4.616165576179337,3.4229828850855744,11.98044009779951,0.012108012434324323
35,5.0332005327823115,4.587647078964121,3.4229828850855744,12.71393643031785,0.012084877665607511
36,5.0324127183241005,4.6009775152416275,3.4229828850855744,12.71393643031785,0.012061103036801572
37,5.0319611044491035,4.597694457597429,3.4229828850855744,12.102689486552567,0.012036691155062468
38,5.032212138175964,4.614627902257122,2.567237163814181,11.98044009779951,0.01201164469742813
39,5.031873471596661,4.608985809941746,3.4229828850855744,12.469437652811736,0.011985966410524882
40,5.032907530373218,4.613137992495138,2.567237163814181,13.202933985330073,0.011959659110266255
41,5.031781350865083,4.609334412880224,2.567237163814181,12.469437652811736,0.01193272568154418
42,5.029804311546624,4.624374423458407,2.567237163814181,11.858190709046454,0.011905169077912623
43,5.031092776971705,4.602830359871638,3.4229828850855744,11.491442542787286,0.011876992321263711
44,5.03007348612243,4.582086167883465,3.4229828850855744,12.34718826405868,0.011848198501496331
45,5.030597018260582,4.613376753837381,1.9559902200488997,11.858190709046454,0.011818790776177299
46,5.03096073515275,4.594681197681753,2.567237163814181,11.491442542787286,0.011788772370195093
47,5.030524718995188,4.633371213246091,3.4229828850855744,12.469437652811736,0.0117581465754062
48,5.029797404420142,4.617755766311309,2.567237163814181,12.469437652811736,0.011726916750274147
49,5.028819729300106,4.625214896167112,2.567237163814181,11.858190709046454,0.011695086319501185
50,5.030466657058866,4.6002182342603914,2.567237163814181,12.102689486552567,0.011662658773652742
51,5.030076190537097,4.608348298480866,3.4229828850855744,11.98044009779951,0.011629637668774648
52,5.0301461710649376,4.627378130308864,2.567237163814181,11.491442542787286,0.011596026626003168
53,5.027837222697688,4.611423635832546,3.4229828850855744,12.102689486552567,0.011561829331167901
54,5.028524331018036,4.621819610409165,2.567237163814181,12.469437652811736,0.011527049534387594
55,5.028324365615845,4.588664235579064,3.4229828850855744,11.7359413202934,0.0114916910496589
56,5.029470777979084,4.583196435988969,2.567237163814181,11.98044009779951,0.011455757754438122
57,5.028508123229532,4.606371298978847,2.567237163814181,11.858190709046454,0.011419253589216012
58,5.028462685790717,4.588819430334936,2.567237163814181,12.34718826405868,0.011382182557085651
59,5.027912572318432,4.589487988674844,3.4229828850855744,12.34718826405868,0.011344548723303463
60,5.028028404011446,4.598833375571701,3.4229828850855744,11.7359413202934,0.011306356214843423
61,5.02781473421583,4.591562883195201,2.567237163814181,11.858190709046454,0.011267609219944467
62,5.0279800588009405,4.593133973026043,2.567237163814181,13.202933985330073,0.011228311987651228
63,5.02716985169579,4.6195775745550405,3.4229828850855744,12.836185819070904,0.011188468827348065
64,5.027412176132202,4.629226204235572,2.567237163814181,11.98044009779951,0.0111480841082865
65,5.025838433527479,4.596266615944562,2.3227383863080684,12.34718826405868,0.011107162259106068
66,5.027871482512531,4.60446831066626,3.4229828850855744,12.469437652811736,0.011065707767348684
67,5.027854856322794,4.616760101178456,3.4229828850855744,11.7359413202934,0.011023725178966515
68,5.026441300616545,4.612999503361858,2.567237163814181,12.71393643031785,0.010981219097823479
69,5.026553712639154,4.597061715673992,2.567237163814181,12.102689486552567,0.010938194185190373
70,5.0262344958735445,4.599991409003297,2.567237163814181,12.71393643031785,0.010894655159233716
71,5.026543794893751,4.619348351121824,2.567237163814181,12.34718826405868,0.010850606794498341
72,5.02677392725851,4.592183683204184,2.567237163814181,12.469437652811736,0.010806053921383823
