epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,6.28589957929836,5.481741027227723,2.237623762376238,8.574257425742575,1e-05
1,5.105651387092581,4.606851369121287,2.8356435643564355,11.31089108910891,0.0025080000000000002
2,5.0556135320643305,4.540467348004332,3.40990099009901,13.12079207920792,0.005006
3,5.001556587259529,4.53852825262995,3.3504950495049504,13.017821782178217,0.007504
4,4.974258339450387,4.475301255027847,3.9722772277227723,14.530693069306931,0.010002
5,4.96199129783105,4.451974802753713,3.912871287128713,14.91881188118812,0.012491434592216086
6,4.934383128431713,4.376836788366337,5.398019801980198,18.146534653465345,0.012487667052676697
7,4.899307175432019,4.370496229115099,5.192079207920792,18.411881188118812,0.012483215482652863
8,4.884468697877085,4.37643705522896,5.366336633663367,17.766336633663368,0.012478080370309404
9,4.871349109291879,4.345717246480508,6.281188118811881,19.50891089108911,0.01247226227876925
10,4.860811429734869,4.3302688737623765,6.114851485148515,19.952475247524752,0.012465761846051708
11,4.849851122776768,4.273851398128094,7.255445544554456,22.253465346534654,0.012458579785002477
12,4.841487748742758,4.2782394415222775,6.803960396039604,21.64752475247525,0.012450716883215487
13,4.832943471917433,4.292546203008973,6.8316831683168315,21.10891089108911,0.012442174002946524
14,4.826479188389651,4.278748114557549,6.871287128712871,21.394059405940595,0.012432952081018678
15,4.82293163798356,4.268918935643565,6.986138613861386,22.0,0.012423052128719612
16,4.814166405254343,4.255344289043162,6.8356435643564355,22.506930693069307,0.012412475231690657
17,4.81320961024321,4.220341567237779,7.861386138613861,23.623762376237625,0.012401222549807762
18,4.809944117980815,4.254949576500619,6.673267326732673,21.932673267326734,0.012389295317054306
19,4.797348109891156,4.223817919438428,7.936633663366337,22.97029702970297,0.012376694841385762
20,4.789927536191243,4.2291973526454205,8.051485148514852,22.803960396039603,0.012363422504586287
21,4.7804673947913265,4.220048209313119,8.007920792079208,23.291089108910892,0.012349479762117171
22,4.77641267558921,4.132527805441677,9.16039603960396,26.831683168316832,0.012334868142957253
23,4.768620281114727,4.165589751895111,9.235643564356435,25.714851485148515,0.012319589249435227
24,4.759730379542169,4.14863484901957,9.378217821782178,27.06930693069307,0.012303644757053945
25,4.755338718783367,4.145999518970452,9.112871287128712,25.940594059405942,0.012287036414306677
