epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,6.929919245196324,6.725927376222494,1.9559902200488997,4.645476772616137,1e-05
1,4.819296599603167,3.9337734231739,8.80195599022005,28.117359413202934,0.0025080000000000002
2,4.662759491041595,4.014021668282581,8.679706601466993,28.361858209362822,0.005006
3,4.687602010427737,4.108705855231996,11.124694376528117,27.99511003610849,0.007504
4,4.704760373807421,4.035144309251407,5.745721271393643,27.261613697760847,0.010002
5,4.59394339019177,4.006134553177141,7.334963336841985,28.361858209362822,0.012491434592216086
6,4.490444844844294,3.9100720818293415,7.457212719765735,29.339853319387274,0.012487667052676697
7,4.445413640901154,3.9397963591484686,6.356968215158925,26.161369193154034,0.012483215482652863
8,4.419964239877813,3.7335393096532097,10.75794621026895,33.25183375248991,0.012478080370309404
9,4.401788657786799,3.78722279112613,9.7799511002445,31.90709046454768,0.01247226227876925
10,4.394915047813864,3.7478295981446803,10.880195599022004,32.64058680289532,0.012465761846051708
11,4.377842760553547,3.7667567607534544,11.246943765281173,34.22982885668505,0.012458579785002477
12,4.371475144928577,3.7711190606096263,10.02444987775061,32.76283618581907,0.012450716883215487
13,4.363530173021204,3.758079915874453,10.146699266503667,32.64058680289532,0.012442174002946524
14,4.348949890510709,3.777276896614317,9.04645476772616,32.27383865412406,0.012432952081018678
15,4.342956340780445,3.6972572727716346,10.268948655256724,31.90709046454768,0.012423052128719612
16,4.3419934254066614,3.6931217993384178,11.613691931540343,35.2078239667095,0.012412475231690657
17,4.337018847465515,3.7226854991213325,9.657701711491443,33.98533007917894,0.012401222549807762
18,4.324325303236644,3.7217178915998463,10.146699266503667,34.474327628361856,0.012389295317054306
19,4.309895215081234,3.7385761265649773,9.290953545232274,32.88508558040143,0.012376694841385762
20,4.309914683594423,3.716229796701072,9.7799511002445,31.295843520782395,0.012363422504586287
21,4.307557099005756,3.6775170969788196,10.513447432762836,34.59657701711492,0.012349479762117171
22,4.2919475144031,3.6229764360087424,11.00244498777506,36.308068459657704,0.012334868142957253
23,4.292843979947707,3.6582168547623315,11.491442542787286,34.3520782396088,0.012319589249435227
24,4.289738489132302,3.66651763426354,10.880195599022004,35.81907090464548,0.012303644757053945
25,4.279068117048226,3.650610293619207,12.34718827571729,35.20782397020708,0.012287036414306677
26,4.270014078009362,3.652944252368582,10.75794621026895,34.474327628361856,0.012269766042485364
27,4.280050544177785,3.613331984774116,11.36919315403423,35.33007334963325,0.012251835535480895
28,4.263201320872588,3.637864835687838,11.98044009779951,36.18581909422186,0.012233246859575421
29,4.267967398260154,3.637301346492068,11.00244498777506,36.308068459657704,0.01221400205322673
30,4.263256217919144,3.6668310165405273,10.024449883579916,33.98533009200341,0.012194103226844711
31,4.272093552000382,3.6074994764584494,12.591687041564793,36.55256722317348,0.012173552562559913
32,4.253413116230684,3.6792583115817865,9.657701711491443,35.33007334963325,0.012152352313984259
33,4.246351409192179,3.623148352126329,14.425427872860636,34.96332516938375,0.01213050480596391
34,4.241669685232873,3.592077427796455,13.202933985330073,37.163814180929094,0.012108012434324323
35,4.2460055771995995,3.6136656646915055,11.7359413202934,37.53056235884687,0.012084877665607511
36,4.2425786817775055,3.640992702073748,12.102689486552567,35.33007334963325,0.012061103036801572
37,4.226214210192363,3.6644863143818305,11.002444993604366,36.18581908955842,0.012036691155062468
38,4.231539358110989,3.590598256197419,12.591687041564793,37.53056235301757,0.01201164469742813
39,4.226036626918643,3.595137245206203,10.635696821515893,36.55256722317348,0.011985966410524882
40,4.220367941201902,3.600540572098823,10.146699266503667,39.85330075215011,0.011959659110266255
41,4.2041656293121035,3.6050258324023856,11.246943765281173,36.43031787172798,0.01193272568154418
42,4.19867902059181,3.622709018968428,11.491442542787286,37.041564803834646,0.011905169077912623
43,4.193619383316414,3.550974653519162,12.469437652811736,40.09779952965622,0.011876992321263711
44,4.192503245437846,3.573966849404034,13.447432762836186,37.04156479217604,0.011848198501496331
45,4.184771624265933,3.5342095358738983,13.447432762836186,40.58679706601467,0.011818790776177299
46,4.186445555266212,3.5643970161895004,12.469437652811736,40.34229830716233,0.011788772370195093
47,4.189069266412773,3.5621311046674955,13.080684596577017,38.753056206738165,0.0117581465754062
48,4.168134393645268,3.504259627722295,11.36919315403423,41.442542787286065,0.011726916750274147
49,4.182145754496257,3.515736025528103,13.569682151589243,38.26405866571627,0.011695086319501185
